,request_type,request_uri,request_body,response_code,response_time_microseconds
438,POST,/petclinic/api/vets/1,"{""id"":0,""name"":[]",400,1231.0
439,POST,/petclinic/api/visits,"{""roles"":[{""id"":0}],""username"":]",400,1200.0
440,POST,/petclinic/api/users,"{""enabled"":""fuzzstring"",""password"":""0"",""roles"":[{""id"":0,""name"":""ROLE_0""}],""username"":false",400,1497.0
441,POST,/petclinic/api/vets,"{""id"":[],""firstName"":""fuzzstring"",""id"":0,""lastName"":{""fuzz"":false}",400,1324.0
442,POST,/petclinic/api/visits,"{""date"":{""fuzz"":false},""date"":""fuzzstring"",""description"":""fuzzstring"",""vis"":{""fuzz"":false},""date"":""fuzzstring""",400,1278.0
443,GET,/petclinic/api/specialties/1,"{""name"":0",200,1952.0
444,GET,/petclinic/api/visits/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":[0]",404,1952.0
445,DELETE,/petclinic/api/specialties/1,"{""id"":0,""name"":""fuzzstring""",400,2737.0
446,GET,/petclinic/api/specialties/1,"{""name"":""fuzzstring"",""id"":0,""name"":false,""specialties"":[{""id"":0}]",200,2239.0
447,POST,/petclinic/api/visits,"{""id"":6784,""name"":""fuzzstring2""",400,1660.0
448,GET,/petclinic/api/visits/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":""fuzzstring""}]",404,1794.0
449,PUT,/petclinic/api/pets/petid,"{""id"":6784,""name"":""fuzzstring2""",400,1706.0
450,GET,/petclinic/api/vets,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":false,""specialties"":[{""id"":0}]",200,2441.0
451,POST,/petclinic/api/visits,"{""id"":0,""name"":{""fuzz"":false}",400,1418.0
452,POST,/petclinic/api/vets,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":0,""specialties"":[{""id"":0,""name"":0}]",400,1697.0
453,DELETE,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":{""fuzz"":false}",404,1733.0
454,PUT,/petclinic/api/pets/petid,"{""id"":6784,""name"":""test3""",400,1568.0
455,GET,/petclinic/api/specialties/1,"{""id"":0,""name"":""fuzzstring2""",200,1811.0
456,POST,/petclinic/api/vets,"{""firstName"":""fuzzstring"",""firstName"":""fuzzstring"",""id"":0,""lastName"":[],""specialties"":[{""id"":0,""name"":""fuzzstring""}]",400,1509.0
457,GET,/petclinic/api/specialties/1,"{""firstName"":false,""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":0}]",200,1803.0
458,GET,/petclinic/api/vets,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":0,""specialties"":[{""id"":""fuzzstring""}]",200,2746.0
459,POST,/petclinic/api/vets/1,"{""lastName"":false",400,1497.0
460,POST,/petclinic/health/1,"{""id"":""fuzzstring"",""name"":""fuzzstring""",404,1842.0
461,POST,/petclinic/api/visits,"{""date"":""yyyy/MM/dd"",""description"":""test3"",""id"":6784,""pet"":{""fuzz"":true}",400,1372.0
462,POST,/petclinic/api/vets/1,"{""specialties"":[[]]",400,1486.0
463,POST,/petclinic/api/visits,"{""date"":""yyyy/MM/dd"",""description"":""fuzzstring2"",""id"":56,""pet"":{""id"":56,""name"":""fuzzstring""}",400,1462.0
464,GET,/petclinic/api/specialties/1,"{""id"":0,""name"":[]",200,2190.0
465,GET,/petclinic/api/specialties/1,"{""id"":0,""name"":""fuzzstring""",200,1988.0000000000002
466,PUT,/petclinic/api/vets/1,"{""firstName"":[],""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""name"":[]}]",400,1500.0
467,GET,/petclinic/api/specialties/1,"{""id"":0,""name"":0",200,1620.0
468,GET,/petclinic/api/vets,"{""firstName"":""fuzzstring"",""id"":[],""lastName"":""fuzzstring"",""specialties"":[{""id"":0}]",200,2538.0
469,GET,/petclinic/api/visits/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":0,""specialties"":[{""id"":0}]",404,2052.0
470,POST,/petclinic/api/specialties/1,"{""id"":{""fuzz"":false}",400,1501.0
471,POST,/petclinic/health/1,"{""id"":0,""name"":[],""name"":""fuzzstring""",404,2020.9999999999998
472,POST,/petclinic/api/visits,"{""roles"":[{""id"":[]}],""username"":""ROLE_0""",400,1337.0
473,PUT,/petclinic/api/vets/1,"{""firstName"":0,""id"":0,""lastName"":0,""specialties"":[{""id"":0,""name"":""fuzzstring""}]",400,1290.0
474,GET,/petclinic/api/specialties/1,"{""fuzz"":false",200,1834.0
475,GET,/petclinic/api/vets,"{""firstName"":0,""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":0}]",200,2613.0
476,POST,/petclinic/api/vets,"{""firstName"":false,""id"":0,""lastName"":[],""specialties"":[{""id"":0}]",400,1857.0
477,POST,/petclinic/api/vets/1,"{""firstName"":{""fuzz"":false}",400,1984.0
478,POST,/petclinic/api/visits,"{""id"":56,""name"":""test3""",400,1506.0
479,POST,/petclinic/api/users,"{""roles"":[{""name"":""ROLE_0""}],""username"":false",400,1579.0
480,POST,/petclinic/api/specialties/1,"{""id"":0,""name"":""Unknown""",400,1988.0000000000002
481,GET,/petclinic/api/specialties/1,"{""id"":{""fuzz"":false},""name"":""fuzzstring""",200,1856.0
482,POST,/petclinic/api/visits,"{""roles"":[{""id"":0}],""username"":false",400,1421.0
483,GET,/petclinic/api/specialties/1,"{""id"":0,""name"":""fuzzstring""",200,1886.0
484,POST,/petclinic/api/vets,"{""id"":0,""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""name"":{""fuzz"":false}}]",400,1355.0
485,PUT,/petclinic/api/vets/1,"{""firstName"":[],""id"":0,""lastName"":[],""specialties"":[{""id"":0}]",400,1290.0
486,PUT,/petclinic/api/vets/1,"{""firstName"":[],""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":0,""name"":[]}]",400,1565.0
487,GET,/petclinic/api/vets,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""fuzz"":false}]",200,2539.0
488,PUT,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":{""fuzz"":false},""lastName"":0,""specialties"":[{""id"":0,""name"":""fuzzstring""}]",400,1490.0
489,POST,/petclinic/api/visits,"{""roles"":false",400,1524.0
490,GET,/petclinic/api/vets/1,"{""specialties"":{""fuzz"":false}]",404,1711.0
491,POST,/petclinic/api/visits,"{""id"":6784,""name"":""fuzzstring""",400,1336.0
492,POST,/petclinic/health/1,"{""id"":0,""name"":false",404,2624.0
493,GET,/petclinic/api/vets,"{""specialties"":[[]]",200,2591.0
494,POST,/petclinic/api/vets,"{""enabled"":false,""password"":""false"",""roles"":[{""id"":0,""name"":""ROLE_0""}],""username"":""0""",400,1472.0
495,HEAD,/petclinic/api/visits,"{""date"":""yyyy/MM/dd"",""description"":""fuzzstring"",""id"":1,""pet"":{""id"":1,""name"":""Unknown""}",200,2872.0
496,POST,/petclinic/health/1,"{""id"":0,""name"":0,""name"":""fuzzstring""",404,2053.0
497,GET,/petclinic/api/specialties/1,"{""id"":56,""name"":""Unknown""",200,2250.0
498,POST,/petclinic/api/vets/1,"{""name"":0",400,1463.0
499,GET,/petclinic/api/vets/1,"{""firstName"":[],""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":0,""name"":[]}]",404,1729.0
500,PUT,/petclinic/api/vets/1,"{""firstName"":0,""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":0,""name"":0}]",400,1497.0
501,POST,/petclinic/api/vets,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":""fuzzstring"",""specialties"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":0,""name"":0}]",400,1404.0
502,POST,/petclinic/api/visits,"{""date"":""yyyy/MM/dd"",""description"":""fuzzstring"",""id"":1,""pet"":{""fuzz"":true",400,1318.0
503,POST,/petclinic/api/vets/1,"{""firstName"":false,""id"":0,""lastName"":[],""specialties"":[{""id"":0}]",400,1440.0
504,POST,/petclinic/api/vets,"{""enabled"":false,""password"":0,""roles"":[{""id"":0,""name"":""ROLE_0""}],""username"":""0""",400,1479.0
505,POST,/petclinic/api/vets,"{""specialties"":[{""fuzz"":false}",400,1279.0
506,POST,/petclinic/api/specialties/1,"{""id"":false,""name"":""fuzzstring""",400,1285.0
507,POST,/petclinic/api/vets,"{""firstName"":false,""id"":0,""lastName"":""fuzzstring"",""specialties"":[{""id"":0,""name"":0}]",400,1265.0
508,POST,/petclinic/api/vets/1,"{""id"":0,""name"":false",400,1571.0
509,GET,/petclinic/api/vets,"{""specialties"":[{""id"":{""fuzz"":false}}]",200,2461.0
510,PUT,/petclinic/api/vets/1,"{""id"":[],""lastName"":""fuzzstring"",""specialties"":[{""id"":0,""name"":""fuzzstring""}]",400,1684.0
511,GET,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":{""fuzz"":false},""lastName"":""fuzzstring""",404,2153.0
512,GET,/petclinic/api/vets/1,"{""lastName"":[]",404,1747.0
513,GET,/petclinic/api/vets/1,"{""firstName"":""fuzzstring"",""id"":0,""lastName"":0,""specialties"":[{""id"":[],""name"":""fuzzstring""}]",404,1698.0
